V1,V2,V3,V4,V5,V6,V7,V8
202407,20240701,12,201,장산역,129.176986,35.169914,1590
202407,20240701,12,202,중동역,129.168091,35.1667051,858
202407,20240701,12,203,해운대역,129.158908,35.163672,1351
202407,20240701,12,204,동백역,129.147897,35.161484,821
202407,20240701,12,205,시립미술관역,129.138933,35.168844,1200
202407,20240701,12,206,센텀시티역,129.131745,35.168827,1904
202407,20240701,12,207,민락역,129.121909,35.167228,415
202407,20240701,12,208,수영역,129.114713,35.165227,1740
202407,20240701,12,209,광안역,129.113168,35.157916,1215
202407,20240701,12,210,금련산역,129.110961,35.149771,889
202407,20240701,12,211,남천역,129.107978,35.142139,834
202407,20240701,12,212,경성대부경대역,129.100548,35.137585,1830
202407,20240701,12,213,대연역,129.092161,35.135153,1133
202407,20240701,12,214,못골역,129.084415,35.134731,555
202407,20240701,12,215,지게골역,129.074365,35.135574,322
202407,20240701,12,216,문현역,129.067399,35.139151,561
202407,20240701,12,217,국제금융센터부산은행역,129.066755,35.145817,507
202407,20240701,12,218,전포역,129.065374,35.153102,1016
202407,20240701,12,219,서면역(2호선),129.059084,35.15774,2768
202407,20240701,12,220,부암역,129.050185,35.157444,660
202407,20240701,12,221,가야역,129.042817,35.155883,423
202407,20240701,12,222,동의대역,129.03275,35.153986,752
202407,20240701,12,223,개금역,129.020533,35.153284,926
202407,20240701,12,224,냉정역,129.012255,35.151254,699
202407,20240701,12,225,주례역,129.003077,35.150508,762
202407,20240701,12,226,감전역,128.991146,35.155528,390
202407,20240701,12,227,사상역,128.984621,35.162361,2325
202407,20240701,12,228,덕포역,128.983955,35.173754,465
202407,20240701,12,229,모덕역,128.985621,35.180366,170
202407,20240701,12,230,모라역,128.988655,35.189663,495
202407,20240701,12,231,구남역,128.994928,35.196804,467
202407,20240701,12,232,구명역,128.999322,35.20252,355
202407,20240701,12,233,덕천역(2호선),129.005673,35.210219,794
202407,20240701,12,234,수정역,129.009198,35.223356,677
202407,20240701,12,235,화명역,129.013918,35.236278,1240
202407,20240701,12,236,율리역,129.012918,35.246714,506
202407,20240701,12,237,동원역,129.012392,35.258656,165
202407,20240701,12,238,금곡역,129.0169054,35.267248,271
202407,20240701,12,239,호포역,129.017097,35.280406,107
202407,20240701,12,240,증산역,129.010246,35.308302,480
202407,20240701,12,241,부산대양산캠퍼스역,129.0139408,35.316955,220
202407,20240701,12,242,남양산역,129.019457,35.325359,352
202407,20240701,12,243,양산역,129.026391,35.33872773,643
202407,20240701,12,302,망미역,129.108225,35.171528,556
202407,20240701,12,303,배산역,129.095498,35.173504,554
202407,20240701,12,304,물만골역,129.085748,35.176808,450
202407,20240701,12,305,연산역(3호선),129.081526,35.186173,1090
202407,20240701,12,306,거제역,129.073941,35.188589,648
202407,20240701,12,307,종합운동장역,129.067504,35.19125,700
202407,20240701,12,308,사직역,129.064996,35.198998,791
202407,20240701,12,309,미남역(3호선),129.068061,35.205503,1091
202407,20240701,12,310,만덕역,129.036527,35.213,682
202407,20240701,12,311,남산정역,129.023928,35.21334,593
202407,20240701,12,312,숙등역,129.012749,35.21197,433
202407,20240701,12,313,덕천역(3호선),129.005671,35.210215,1357
202407,20240701,12,314,구포역,128.996366,35.206697,374
202407,20240701,12,315,강서구청역,128.981756,35.211247,260
202407,20240701,12,316,체육공원역,128.9696515,35.212577,87
202407,20240701,12,317,대저역,128.9610488,35.213386,714
202407,20240701,12,402,동래역(4호선),129.077082,35.204834,261
202407,20240701,12,403,수안역,129.083806,35.201828,412
202407,20240701,12,404,낙민역,129.090774,35.200254,199
202407,20240701,12,405,충렬사역,129.097636,35.199859,350
202407,20240701,12,406,명장역,129.101517,35.205143,365
202407,20240701,12,407,서동역,129.107683,35.213333,281
202407,20240701,12,408,금사역,129.115153,35.215829,193
202407,20240701,12,409,반여농산물시장역,129.124061,35.217779,204
202407,20240701,12,410,석대역,129.137179,35.21811162,19
202407,20240701,12,411,영산대역,129.146149,35.225777,338
202407,20240701,12,412,윗반송역,129.154024,35.232506,296
202407,20240701,12,413,고촌역,129.1604437,35.236031,62
202407,20240701,12,414,안평역,129.171823,35.237363,208
202407,20240701,12,95,다대포해수욕장,128.9641,35.04867,572
202407,20240701,12,96,다대포항역,128.9713,35.05782,457
202407,20240701,12,97,낫개역,128.979873,35.065265,603
202407,20240701,12,98,신장림역,128.977041,35.074433,393
202407,20240701,12,99,장림역,128.9775,35.08109,403
202407,20240701,13,100,동매역,128.9742,35.0899,449
202407,20240701,13,101,신평역,128.960564,35.095179,627
202407,20240701,13,102,하단역,128.966803,35.10618,1998
202407,20240701,13,103,당리역,128.973846,35.103532,774
202407,20240701,13,104,사하역,128.9831,35.099847,537
202407,20240701,13,105,괴정역,128.992144,35.099816,1087
202407,20240701,13,106,대티역,128.999936,35.103126,491
202407,20240701,13,107,서대신역,129.012178,35.110937,390
202407,20240701,13,108,동대신역,129.017684,35.110452,774
202407,20240701,13,109,토성역,129.019776,35.100727,1121
202407,20240701,13,110,자갈치역,129.02667,35.097372,2313
202407,20240701,13,111,남포역,129.034869,35.097953,2462
202407,20240701,13,112,중앙역,129.036371,35.103837,946
202407,20240701,13,113,부산역,129.0397,35.115224,2455
202407,20240701,13,114,초량역,129.043039,35.121168,693
202407,20240701,13,115,부산진역,129.047894,35.127787,776
202407,20240701,13,116,좌천역,129.054455,35.134361,476
202407,20240701,13,117,범일역,129.059352,35.140952,1866
202407,20240701,13,118,범내골역,129.059261,35.1474,1151
202407,20240701,13,119,서면역(1호선),129.059556,35.158282,4829
202407,20240701,13,120,부전역,129.062952,35.162587,2386
202407,20240701,13,121,양정역,129.071366,35.173122,1404
202407,20240701,13,122,시청역,129.076642,35.179837,1591
202407,20240701,13,123,연산역,129.081534,35.186168,2177
202407,20240701,13,124,교대역,129.080035,35.19605,1646
202407,20240701,13,125,동래역,129.078506,35.205641,2010
202407,20240701,13,126,명륜역,129.079659,35.212551,1145
202407,20240701,13,127,온천장역,129.086437,35.220249,1806
202407,20240701,13,128,부산대역,129.089358,35.229609,1807
202407,20240701,13,129,장전역,129.088111,35.23809095,1275
202407,20240701,13,130,구서역,129.091327,35.247407,1013
202407,20240701,13,131,두실역,129.091386,35.256959,722
202407,20240701,13,132,남산역,129.092496,35.265404,637
202407,20240701,13,133,범어사역,129.092679,35.273105,850
202407,20240701,13,134,노포역,129.094967,35.28468657,1179
202407,20240701,13,201,장산역,129.176986,35.169914,1600
202407,20240701,13,202,중동역,129.168091,35.1667051,843
202407,20240701,13,203,해운대역,129.158908,35.163672,1355
202407,20240701,13,204,동백역,129.147897,35.161484,825
202407,20240701,13,205,시립미술관역,129.138933,35.168844,1186
202407,20240701,13,206,센텀시티역,129.131745,35.168827,1943
202407,20240701,13,207,민락역,129.121909,35.167228,394
202407,20240701,13,208,수영역,129.114713,35.165227,1758
202407,20240701,13,209,광안역,129.113168,35.157916,1249
202407,20240701,13,210,금련산역,129.110961,35.149771,884
202407,20240701,13,211,남천역,129.107978,35.142139,815
