V1,V2,V3,V4,V5,V6,V7,V8
202407,20240701,0,100,동매역,128.9742,35.0899,19
202407,20240701,0,101,신평역,128.960564,35.095179,39
202407,20240701,0,102,하단역,128.966803,35.10618,86
202407,20240701,0,103,당리역,128.973846,35.103532,29
202407,20240701,0,104,사하역,128.9831,35.099847,23
202407,20240701,0,105,괴정역,128.992144,35.099816,39
202407,20240701,0,106,대티역,128.999936,35.103126,20
202407,20240701,0,107,서대신역,129.012178,35.110937,17
202407,20240701,0,108,동대신역,129.017684,35.110452,27
202407,20240701,0,109,토성역,129.019776,35.100727,29
202407,20240701,0,110,자갈치역,129.02667,35.097372,38
202407,20240701,0,111,남포역,129.034869,35.097953,39
202407,20240701,0,112,중앙역,129.036371,35.103837,16
202407,20240701,0,113,부산역,129.0397,35.115224,25
202407,20240701,0,114,초량역,129.043039,35.121168,10
202407,20240701,0,115,부산진역,129.047894,35.127787,10
202407,20240701,0,116,좌천역,129.054455,35.134361,8
202407,20240701,0,117,범일역,129.059352,35.140952,18
202407,20240701,0,118,범내골역,129.059261,35.1474,16
202407,20240701,0,119,서면역(1호선),129.059556,35.158282,52
202407,20240701,0,120,부전역,129.062952,35.162587,22
202407,20240701,0,121,양정역,129.071366,35.173122,18
202407,20240701,0,122,시청역,129.076642,35.179837,23
202407,20240701,0,123,연산역,129.081534,35.186168,37
202407,20240701,0,124,교대역,129.080035,35.19605,24
202407,20240701,0,125,동래역,129.078506,35.205641,49
202407,20240701,0,126,명륜역,129.079659,35.212551,26
202407,20240701,0,127,온천장역,129.086437,35.220249,58
202407,20240701,0,128,부산대역,129.089358,35.229609,69
202407,20240701,0,129,장전역,129.088111,35.23809095,51
202407,20240701,0,130,구서역,129.091327,35.247407,41
202407,20240701,0,131,두실역,129.091386,35.256959,32
202407,20240701,0,132,남산역,129.092496,35.265404,32
202407,20240701,0,133,범어사역,129.092679,35.273105,37
202407,20240701,0,134,노포역,129.094967,35.28468657,44
202407,20240701,0,201,장산역,129.176986,35.169914,88
202407,20240701,0,202,중동역,129.168091,35.1667051,35
202407,20240701,0,203,해운대역,129.158908,35.163672,36
202407,20240701,0,204,동백역,129.147897,35.161484,20
202407,20240701,0,205,시립미술관역,129.138933,35.168844,26
202407,20240701,0,206,센텀시티역,129.131745,35.168827,28
202407,20240701,0,207,민락역,129.121909,35.167228,13
202407,20240701,0,208,수영역,129.114713,35.165227,64
202407,20240701,0,209,광안역,129.113168,35.157916,36
202407,20240701,0,210,금련산역,129.110961,35.149771,20
202407,20240701,0,211,남천역,129.107978,35.142139,18
202407,20240701,0,212,경성대부경대역,129.100548,35.137585,64
202407,20240701,0,213,대연역,129.092161,35.135153,26
202407,20240701,0,214,못골역,129.084415,35.134731,10
202407,20240701,0,215,지게골역,129.074365,35.135574,4
202407,20240701,0,216,문현역,129.067399,35.139151,9
202407,20240701,0,217,국제금융센터부산은행역,129.066755,35.145817,6
202407,20240701,0,218,전포역,129.065374,35.153102,25
202407,20240701,0,219,서면역(2호선),129.059084,35.15774,52
202407,20240701,0,220,부암역,129.050185,35.157444,15
202407,20240701,0,221,가야역,129.042817,35.155883,9
202407,20240701,0,222,동의대역,129.03275,35.153986,18
202407,20240701,0,223,개금역,129.020533,35.153284,24
202407,20240701,0,224,냉정역,129.012255,35.151254,20
202407,20240701,0,225,주례역,129.003077,35.150508,20
202407,20240701,0,226,감전역,128.991146,35.155528,11
202407,20240701,0,227,사상역,128.984621,35.162361,59
202407,20240701,0,228,덕포역,128.983955,35.173754,18
202407,20240701,0,229,모덕역,128.985621,35.180366,4
202407,20240701,0,230,모라역,128.988655,35.189663,17
202407,20240701,0,231,구남역,128.994928,35.196804,18
202407,20240701,0,232,구명역,128.999322,35.20252,14
202407,20240701,0,233,덕천역(2호선),129.005673,35.210219,20
202407,20240701,0,234,수정역,129.009198,35.223356,39
202407,20240701,0,235,화명역,129.013918,35.236278,71
202407,20240701,0,236,율리역,129.012918,35.246714,29
202407,20240701,0,237,동원역,129.012392,35.258656,9
202407,20240701,0,238,금곡역,129.0169054,35.267248,15
202407,20240701,0,239,호포역,129.017097,35.280406,10
202407,20240701,0,240,증산역,129.010246,35.308302,39
202407,20240701,0,241,부산대양산캠퍼스역,129.0139408,35.316955,14
202407,20240701,0,242,남양산역,129.019457,35.325359,38
202407,20240701,0,243,양산역,129.026391,35.33872773,50
202407,20240701,0,302,망미역,129.108225,35.171528,17
202407,20240701,0,303,배산역,129.095498,35.173504,17
202407,20240701,0,304,물만골역,129.085748,35.176808,10
202407,20240701,0,305,연산역(3호선),129.081526,35.186173,26
202407,20240701,0,306,거제역,129.073941,35.188589,11
202407,20240701,0,307,종합운동장역,129.067504,35.19125,20
202407,20240701,0,308,사직역,129.064996,35.198998,24
202407,20240701,0,309,미남역(3호선),129.068061,35.205503,36
202407,20240701,0,310,만덕역,129.036527,35.213,32
202407,20240701,0,311,남산정역,129.023928,35.21334,18
202407,20240701,0,312,숙등역,129.012749,35.21197,14
202407,20240701,0,313,덕천역(3호선),129.005671,35.210215,37
202407,20240701,0,314,구포역,128.996366,35.206697,6
202407,20240701,0,315,강서구청역,128.981756,35.211247,4
202407,20240701,0,316,체육공원역,128.9696515,35.212577,2
202407,20240701,0,317,대저역,128.9610488,35.213386,13
202407,20240701,0,402,동래역(4호선),129.077082,35.204834,9
202407,20240701,0,403,수안역,129.083806,35.201828,8
202407,20240701,0,404,낙민역,129.090774,35.200254,5
202407,20240701,0,405,충렬사역,129.097636,35.199859,11
202407,20240701,0,406,명장역,129.101517,35.205143,14
202407,20240701,0,407,서동역,129.107683,35.213333,8
202407,20240701,0,408,금사역,129.115153,35.215829,5
202407,20240701,0,409,반여농산물시장역,129.124061,35.217779,4
202407,20240701,0,411,영산대역,129.146149,35.225777,24
202407,20240701,0,412,윗반송역,129.154024,35.232506,18
202407,20240701,0,413,고촌역,129.1604437,35.236031,3
202407,20240701,0,414,안평역,129.171823,35.237363,14
202407,20240701,0,95,다대포해수욕장,128.9641,35.04867,33
202407,20240701,0,96,다대포항역,128.9713,35.05782,22
202407,20240701,0,97,낫개역,128.979873,35.065265,40
202407,20240701,0,98,신장림역,128.977041,35.074433,19
202407,20240701,0,99,장림역,128.9775,35.08109,19
202407,20240701,10,100,동매역,128.9742,35.0899,415
202407,20240701,10,101,신평역,128.960564,35.095179,589
202407,20240701,10,102,하단역,128.966803,35.10618,1812
202407,20240701,10,103,당리역,128.973846,35.103532,722
202407,20240701,10,104,사하역,128.9831,35.099847,503
202407,20240701,10,105,괴정역,128.992144,35.099816,993
202407,20240701,10,106,대티역,128.999936,35.103126,469
202407,20240701,10,107,서대신역,129.012178,35.110937,368
202407,20240701,10,108,동대신역,129.017684,35.110452,740
202407,20240701,10,109,토성역,129.019776,35.100727,1049
202407,20240701,10,110,자갈치역,129.02667,35.097372,1965
202407,20240701,10,111,남포역,129.034869,35.097953,2081
202407,20240701,10,112,중앙역,129.036371,35.103837,895
202407,20240701,10,113,부산역,129.0397,35.115224,2282
202407,20240701,10,114,초량역,129.043039,35.121168,663
202407,20240701,10,115,부산진역,129.047894,35.127787,754
202407,20240701,10,116,좌천역,129.054455,35.134361,473
202407,20240701,10,117,범일역,129.059352,35.140952,1626
202407,20240701,10,118,범내골역,129.059261,35.1474,1069
202407,20240701,10,119,서면역(1호선),129.059556,35.158282,3771
202407,20240701,10,120,부전역,129.062952,35.162587,1869
202407,20240701,10,121,양정역,129.071366,35.173122,1348
202407,20240701,10,122,시청역,129.076642,35.179837,1519
202407,20240701,10,123,연산역,129.081534,35.186168,2053
202407,20240701,10,124,교대역,129.080035,35.19605,1575
202407,20240701,10,125,동래역,129.078506,35.205641,1903
202407,20240701,10,126,명륜역,129.079659,35.212551,1102
202407,20240701,10,127,온천장역,129.086437,35.220249,1720
202407,20240701,10,128,부산대역,129.089358,35.229609,1690
202407,20240701,10,129,장전역,129.088111,35.23809095,1209
202407,20240701,10,130,구서역,129.091327,35.247407,967
202407,20240701,10,131,두실역,129.091386,35.256959,707
202407,20240701,10,132,남산역,129.092496,35.265404,621
202407,20240701,10,133,범어사역,129.092679,35.273105,836
202407,20240701,10,134,노포역,129.094967,35.28468657,1102
202407,20240701,10,201,장산역,129.176986,35.169914,1481
202407,20240701,10,202,중동역,129.168091,35.1667051,798
202407,20240701,10,203,해운대역,129.158908,35.163672,1065
202407,20240701,10,204,동백역,129.147897,35.161484,763
202407,20240701,10,205,시립미술관역,129.138933,35.168844,1124
202407,20240701,10,206,센텀시티역,129.131745,35.168827,1783
202407,20240701,10,207,민락역,129.121909,35.167228,390
202407,20240701,10,208,수영역,129.114713,35.165227,1608
202407,20240701,10,209,광안역,129.113168,35.157916,1108
202407,20240701,10,210,금련산역,129.110961,35.149771,826
202407,20240701,10,211,남천역,129.107978,35.142139,775
202407,20240701,10,212,경성대부경대역,129.100548,35.137585,1610
202407,20240701,10,213,대연역,129.092161,35.135153,1084
202407,20240701,10,214,못골역,129.084415,35.134731,531
202407,20240701,10,215,지게골역,129.074365,35.135574,309
202407,20240701,10,216,문현역,129.067399,35.139151,532
202407,20240701,10,217,국제금융센터부산은행역,129.066755,35.145817,483
202407,20240701,10,218,전포역,129.065374,35.153102,882
202407,20240701,10,219,서면역(2호선),129.059084,35.15774,2177
202407,20240701,10,220,부암역,129.050185,35.157444,624
202407,20240701,10,221,가야역,129.042817,35.155883,397
202407,20240701,10,222,동의대역,129.03275,35.153986,704
202407,20240701,10,223,개금역,129.020533,35.153284,857
202407,20240701,10,224,냉정역,129.012255,35.151254,649
202407,20240701,10,225,주례역,129.003077,35.150508,707
202407,20240701,10,226,감전역,128.991146,35.155528,365
202407,20240701,10,227,사상역,128.984621,35.162361,2020
202407,20240701,10,228,덕포역,128.983955,35.173754,434
202407,20240701,10,229,모덕역,128.985621,35.180366,170
202407,20240701,10,230,모라역,128.988655,35.189663,453
202407,20240701,10,231,구남역,128.994928,35.196804,436
202407,20240701,10,232,구명역,128.999322,35.20252,332
202407,20240701,10,233,덕천역(2호선),129.005673,35.210219,730
202407,20240701,10,234,수정역,129.009198,35.223356,621
202407,20240701,10,235,화명역,129.013918,35.236278,1114
202407,20240701,10,236,율리역,129.012918,35.246714,465
202407,20240701,10,237,동원역,129.012392,35.258656,156
202407,20240701,10,238,금곡역,129.0169054,35.267248,252
202407,20240701,10,239,호포역,129.017097,35.280406,97
202407,20240701,10,240,증산역,129.010246,35.308302,448
202407,20240701,10,241,부산대양산캠퍼스역,129.0139408,35.316955,206
202407,20240701,10,242,남양산역,129.019457,35.325359,330
202407,20240701,10,243,양산역,129.026391,35.33872773,577
202407,20240701,10,302,망미역,129.108225,35.171528,521
202407,20240701,10,303,배산역,129.095498,35.173504,524
202407,20240701,10,304,물만골역,129.085748,35.176808,425
202407,20240701,10,305,연산역(3호선),129.081526,35.186173,1004
202407,20240701,10,306,거제역,129.073941,35.188589,614
202407,20240701,10,307,종합운동장역,129.067504,35.19125,662
202407,20240701,10,308,사직역,129.064996,35.198998,737
202407,20240701,10,309,미남역(3호선),129.068061,35.205503,1016
202407,20240701,10,310,만덕역,129.036527,35.213,642
202407,20240701,10,311,남산정역,129.023928,35.21334,563
202407,20240701,10,312,숙등역,129.012749,35.21197,406
202407,20240701,10,313,덕천역(3호선),129.005671,35.210215,1207
202407,20240701,10,314,구포역,128.996366,35.206697,351
202407,20240701,10,315,강서구청역,128.981756,35.211247,245
202407,20240701,10,316,체육공원역,128.9696515,35.212577,82
202407,20240701,10,317,대저역,128.9610488,35.213386,687
202407,20240701,10,402,동래역(4호선),129.077082,35.204834,239
202407,20240701,10,403,수안역,129.083806,35.201828,379
202407,20240701,10,404,낙민역,129.090774,35.200254,182
202407,20240701,10,405,충렬사역,129.097636,35.199859,326
202407,20240701,10,406,명장역,129.101517,35.205143,341
202407,20240701,10,407,서동역,129.107683,35.213333,263
202407,20240701,10,408,금사역,129.115153,35.215829,179
202407,20240701,10,409,반여농산물시장역,129.124061,35.217779,190
202407,20240701,10,410,석대역,129.137179,35.21811162,17
202407,20240701,10,411,영산대역,129.146149,35.225777,310
202407,20240701,10,412,윗반송역,129.154024,35.232506,270
202407,20240701,10,413,고촌역,129.1604437,35.236031,57
202407,20240701,10,414,안평역,129.171823,35.237363,191
202407,20240701,10,95,다대포해수욕장,128.9641,35.04867,524
202407,20240701,10,96,다대포항역,128.9713,35.05782,415
202407,20240701,10,97,낫개역,128.979873,35.065265,549
202407,20240701,10,98,신장림역,128.977041,35.074433,369
202407,20240701,10,99,장림역,128.9775,35.08109,369
202407,20240701,11,100,동매역,128.9742,35.0899,437
202407,20240701,11,101,신평역,128.960564,35.095179,609
202407,20240701,11,102,하단역,128.966803,35.10618,1904
202407,20240701,11,103,당리역,128.973846,35.103532,765
202407,20240701,11,104,사하역,128.9831,35.099847,531
202407,20240701,11,105,괴정역,128.992144,35.099816,1063
202407,20240701,11,106,대티역,128.999936,35.103126,497
202407,20240701,11,107,서대신역,129.012178,35.110937,391
202407,20240701,11,108,동대신역,129.017684,35.110452,779
202407,20240701,11,109,토성역,129.019776,35.100727,1110
202407,20240701,11,110,자갈치역,129.02667,35.097372,2237
202407,20240701,11,111,남포역,129.034869,35.097953,2353
202407,20240701,11,112,중앙역,129.036371,35.103837,950
202407,20240701,11,113,부산역,129.0397,35.115224,2430
202407,20240701,11,114,초량역,129.043039,35.121168,706
202407,20240701,11,115,부산진역,129.047894,35.127787,803
202407,20240701,11,116,좌천역,129.054455,35.134361,485
202407,20240701,11,117,범일역,129.059352,35.140952,1839
202407,20240701,11,118,범내골역,129.059261,35.1474,1149
202407,20240701,11,119,서면역(1호선),129.059556,35.158282,4463
202407,20240701,11,120,부전역,129.062952,35.162587,2162
202407,20240701,11,121,양정역,129.071366,35.173122,1390
202407,20240701,11,122,시청역,129.076642,35.179837,1580
202407,20240701,11,123,연산역,129.081534,35.186168,2159
202407,20240701,11,124,교대역,129.080035,35.19605,1648
202407,20240701,11,125,동래역,129.078506,35.205641,2007
202407,20240701,11,126,명륜역,129.079659,35.212551,1152
202407,20240701,11,127,온천장역,129.086437,35.220249,1804
202407,20240701,11,128,부산대역,129.089358,35.229609,1772
202407,20240701,11,129,장전역,129.088111,35.23809095,1274
202407,20240701,11,130,구서역,129.091327,35.247407,1019
202407,20240701,11,131,두실역,129.091386,35.256959,744
202407,20240701,11,132,남산역,129.092496,35.265404,660
202407,20240701,11,133,범어사역,129.092679,35.273105,911
202407,20240701,11,134,노포역,129.094967,35.28468657,1225
202407,20240701,11,201,장산역,129.176986,35.169914,1547
202407,20240701,11,202,중동역,129.168091,35.1667051,834
202407,20240701,11,203,해운대역,129.158908,35.163672,1277
202407,20240701,11,204,동백역,129.147897,35.161484,799
202407,20240701,11,205,시립미술관역,129.138933,35.168844,1174
202407,20240701,11,206,센텀시티역,129.131745,35.168827,1865
202407,20240701,11,207,민락역,129.121909,35.167228,406
202407,20240701,11,208,수영역,129.114713,35.165227,1686
202407,20240701,11,209,광안역,129.113168,35.157916,1178
202407,20240701,11,210,금련산역,129.110961,35.149771,856
202407,20240701,11,211,남천역,129.107978,35.142139,809
202407,20240701,11,212,경성대부경대역,129.100548,35.137585,1705
202407,20240701,11,213,대연역,129.092161,35.135153,1134
202407,20240701,11,214,못골역,129.084415,35.134731,554
202407,20240701,11,215,지게골역,129.074365,35.135574,321
202407,20240701,11,216,문현역,129.067399,35.139151,552
202407,20240701,11,217,국제금융센터부산은행역,129.066755,35.145817,499
202407,20240701,11,218,전포역,129.065374,35.153102,961
202407,20240701,11,219,서면역(2호선),129.059084,35.15774,2599
202407,20240701,11,220,부암역,129.050185,35.157444,650
202407,20240701,11,221,가야역,129.042817,35.155883,416
202407,20240701,11,222,동의대역,129.03275,35.153986,740
202407,20240701,11,223,개금역,129.020533,35.153284,898
202407,20240701,11,224,냉정역,129.012255,35.151254,680
202407,20240701,11,225,주례역,129.003077,35.150508,741
202407,20240701,11,226,감전역,128.991146,35.155528,383
202407,20240701,11,227,사상역,128.984621,35.162361,2241
202407,20240701,11,228,덕포역,128.983955,35.173754,453
202407,20240701,11,229,모덕역,128.985621,35.180366,167
202407,20240701,11,230,모라역,128.988655,35.189663,488
202407,20240701,11,231,구남역,128.994928,35.196804,459
202407,20240701,11,232,구명역,128.999322,35.20252,350
202407,20240701,11,233,덕천역(2호선),129.005673,35.210219,787
202407,20240701,11,234,수정역,129.009198,35.223356,654
202407,20240701,11,235,화명역,129.013918,35.236278,1185
202407,20240701,11,236,율리역,129.012918,35.246714,493
202407,20240701,11,237,동원역,129.012392,35.258656,168
202407,20240701,11,238,금곡역,129.0169054,35.267248,271
202407,20240701,11,239,호포역,129.017097,35.280406,106
202407,20240701,11,240,증산역,129.010246,35.308302,471
202407,20240701,11,241,부산대양산캠퍼스역,129.0139408,35.316955,217
202407,20240701,11,242,남양산역,129.019457,35.325359,348
202407,20240701,11,243,양산역,129.026391,35.33872773,619
202407,20240701,11,302,망미역,129.108225,35.171528,546
202407,20240701,11,303,배산역,129.095498,35.173504,547
202407,20240701,11,304,물만골역,129.085748,35.176808,443
202407,20240701,11,305,연산역(3호선),129.081526,35.186173,1065
202407,20240701,11,306,거제역,129.073941,35.188589,641
202407,20240701,11,307,종합운동장역,129.067504,35.19125,691
202407,20240701,11,308,사직역,129.064996,35.198998,778
202407,20240701,11,309,미남역(3호선),129.068061,35.205503,1065
202407,20240701,11,310,만덕역,129.036527,35.213,675
202407,20240701,11,311,남산정역,129.023928,35.21334,593
202407,20240701,11,312,숙등역,129.012749,35.21197,428
202407,20240701,11,313,덕천역(3호선),129.005671,35.210215,1292
202407,20240701,11,314,구포역,128.996366,35.206697,369
202407,20240701,11,315,강서구청역,128.981756,35.211247,257
202407,20240701,11,316,체육공원역,128.9696515,35.212577,86
202407,20240701,11,317,대저역,128.9610488,35.213386,705
202407,20240701,11,402,동래역(4호선),129.077082,35.204834,255
202407,20240701,11,403,수안역,129.083806,35.201828,407
202407,20240701,11,404,낙민역,129.090774,35.200254,194
202407,20240701,11,405,충렬사역,129.097636,35.199859,350
202407,20240701,11,406,명장역,129.101517,35.205143,365
202407,20240701,11,407,서동역,129.107683,35.213333,279
202407,20240701,11,408,금사역,129.115153,35.215829,191
202407,20240701,11,409,반여농산물시장역,129.124061,35.217779,202
202407,20240701,11,410,석대역,129.137179,35.21811162,18
202407,20240701,11,411,영산대역,129.146149,35.225777,329
202407,20240701,11,412,윗반송역,129.154024,35.232506,290
202407,20240701,11,413,고촌역,129.1604437,35.236031,61
202407,20240701,11,414,안평역,129.171823,35.237363,204
202407,20240701,11,95,다대포해수욕장,128.9641,35.04867,554
202407,20240701,11,96,다대포항역,128.9713,35.05782,443
202407,20240701,11,97,낫개역,128.979873,35.065265,584
202407,20240701,11,98,신장림역,128.977041,35.074433,391
202407,20240701,11,99,장림역,128.9775,35.08109,391
202407,20240701,12,100,동매역,128.9742,35.0899,447
202407,20240701,12,101,신평역,128.960564,35.095179,623
202407,20240701,12,102,하단역,128.966803,35.10618,1940
202407,20240701,12,103,당리역,128.973846,35.103532,782
202407,20240701,12,104,사하역,128.9831,35.099847,543
202407,20240701,12,105,괴정역,128.992144,35.099816,1094
202407,20240701,12,106,대티역,128.999936,35.103126,507
202407,20240701,12,107,서대신역,129.012178,35.110937,399
202407,20240701,12,108,동대신역,129.017684,35.110452,794
202407,20240701,12,109,토성역,129.019776,35.100727,1133
202407,20240701,12,110,자갈치역,129.02667,35.097372,2283
202407,20240701,12,111,남포역,129.034869,35.097953,2402
202407,20240701,12,112,중앙역,129.036371,35.103837,966
202407,20240701,12,113,부산역,129.0397,35.115224,2471
202407,20240701,12,114,초량역,129.043039,35.121168,707
202407,20240701,12,115,부산진역,129.047894,35.127787,804
202407,20240701,12,116,좌천역,129.054455,35.134361,486
202407,20240701,12,117,범일역,129.059352,35.140952,1868
202407,20240701,12,118,범내골역,129.059261,35.1474,1168
202407,20240701,12,119,서면역(1호선),129.059556,35.158282,4661
202407,20240701,12,120,부전역,129.062952,35.162587,2197
202407,20240701,12,121,양정역,129.071366,35.173122,1412
202407,20240701,12,122,시청역,129.076642,35.179837,1601
202407,20240701,12,123,연산역,129.081534,35.186168,2213
202407,20240701,12,124,교대역,129.080035,35.19605,1671
202407,20240701,12,125,동래역,129.078506,35.205641,2047
202407,20240701,12,126,명륜역,129.079659,35.212551,1167
202407,20240701,12,127,온천장역,129.086437,35.220249,1840
202407,20240701,12,128,부산대역,129.089358,35.229609,1833
202407,20240701,12,129,장전역,129.088111,35.23809095,1300
202407,20240701,12,130,구서역,129.091327,35.247407,1039
202407,20240701,12,131,두실역,129.091386,35.256959,743
202407,20240701,12,132,남산역,129.092496,35.265404,658
202407,20240701,12,133,범어사역,129.092679,35.273105,907
202407,20240701,12,134,노포역,129.094967,35.28468657,1234
